text,label
Lecture theek tha but aur examples ho sakte the aur thoda detail me hona chahiye tha,neutral
Class average thi.,neutral
Class achi thi par thodi boring bhi,neutral
Aaj ka lecture bahut informative tha,positive
Kal ki class accha thi??,positive
Class ka environment achaah tha.,positive
Lecture theek tha but aur examples ho sakte the!,neutral
Aaj ka lecture bohot informative tha...,positive
Concept samajh aaya par pace fast tha!,neutral
Lecture interesting tha aur samajh bhi aaya according to me,positive
Class acha thi par thodi boring bhi!!,neutral
Topic theek tha but aur clarity chahiye thi overall,neutral
Class ka environment accha tha?!,positive
Topic bahut poorly explain hua but thoda slow hona chahiye tha,negative
Sir ka teaching style goood hai!!,positive
Class average thi!!,neutral
Lecture confusing tha?!,negative
Class achha thi par thodi borin bhi,neutral
Lecture interesting tha aur samajh bhi aaya.,positive
Lecture theek tha but aur examples ho sakte the,neutral
Class achaa thi par thodi boring bhi 😡,neutral
Concept samajh aaya par pace fast tha?!,neutral
Class ka pace bahuut fast tha...,negative
Concept samajh aaya par pace fast tha,neutral
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Lecture confusing tha!,negative
Class borring thi?!,negative
Class ka environment accha tha.,positive
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Lecture confusing tha but thoda aur practice chahiye,negative
Class average thi 🙂,neutral
Class achaah thi par thodi borin bhi... 😐,neutral
Teacher ne topic properly explain nahi kiya but examples ache the,negative
Lecture normal tha kuch special nahi,neutral
Class borinng thi 😐,negative
Content theek tha par delivery slow thi but slides achi thi,neutral
Class average thi honestly,neutral
Content theek tha par delivery slow thi,neutral
Class achi thi par thodi boring bhi but examples ache the,neutral
Lecture interesting tha aur samajh bhi aaya aur thoda detail me hona chahiye tha,positive
Concept samajh aaya par pace fast tha!!,neutral
Lecture confusing tha according to me,negative
Lecture theek tha but aur examples ho sakte the??,neutral
Lecture time waste jaisa laga,negative
Aaj ka lecture bahut informative tha.,positive
Lecture normal tha kuch special nahi honestly,neutral
Mujhe lecture bilkul samajh nahi aaya. 😐,negative
Class borinng thi??,negative
Class theek thi bas thoda lamba tha but slides achi thi,neutral
Lecture confusing tha honestly,negative
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Topic theek tha but aur clarity chahiye thi,neutral
Mujhe lecture bilkul samajh nahi aaya overall,negative
Lecture interesting tha aur samajh bhi aaya.,positive
Sir ka teaching style goood hai!,positive
Lecture time waste jaisa laga overall,negative
Teacher ne topic properly explain nahi kiya overall,negative
Class achi thi par thodi boring bhi but slides achi thi,neutral
Lecture interesting tha aur samajh bhi aaya!,positive
Lecture interesting tha aur samajh bhi aaya!,positive
Class ka environment achaah tha!,positive
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Class ka environment bahut achha tha overall,positive
Examples clear nahi the according to me,negative
Class average thi!,neutral
Lecture confusing tha aur thoda detail me hona chahiye tha,negative
Lecture normal tha kuch special nahi but examples ache the,neutral
Lecture confusing tha but examples ache the,negative
Class average thi but thoda slow hona chahiye tha,neutral
Examples clear nahi the but examples ache the,negative
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Lecture manageable tha aur thoda detail me hona chahiye tha,neutral
Teacher ne concept bahot clearly samjhaya??,positive
Kal ki class achha thi 🙂,positive
Lecture time waste jaisa laga overall,negative
Class borin thi!,negative
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Lecture normal tha kuch special nahi.,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Lecture interesting tha aur samajh bhi aaya...,positive
Teacher ne concept bhot clearly samjhaya,positive
Class average thi??,neutral
Concept samajh aaya par pace fast tha 🙂,neutral
Kal ki class accha thi...,positive
Kal ki class acha thi?!,positive
Mujhe lecture bilkul samajh nahi aaya 😕,negative
Class me interest nahi aaya,negative
Topic bahut poorly explain hua but examples ache the,negative
Sir ka teaching style goood hai?! 😐,positive
Kal ki class acha thi! 😡,positive
Mujhe lecture bilkul samajh nahi aaya overall,negative
Concept samajh aaya par pace fast tha??,neutral
Class ka pace bohut fast tha...,negative
Class borinng thi??,negative
Sir ka teaching style goood hai!,positive
Lecture interesting tha aur samajh bhi aaya overall,positive
Examples clear nahi the honestly,negative
Lecture time waste jaisa laga but thoda slow hona chahiye tha,negative
Teacher ne topic properly explain nahi kiya,negative
Lecture normal tha kuch special nahi but thoda slow hona chahiye tha,neutral
Class me interest nahi aaya but thoda slow hona chahiye tha,negative
Class bohot boring thi,negative
Teacher ne topic properly explain nahi kiya?!,negative
Lecture theek tha but aur examples ho sakte the?!,neutral
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Aaj ka lecture bahut informative tha but thoda slow hona chahiye tha,positive
Class ka pace bhot fast tha!!,negative
Class me interest nahi aaya but examples ache the,negative
Teacher ne concept bohot clearly samjhaya!!,positive
Lecture theek tha but aur examples ho sakte the!!,neutral
Teacher ne topic properly explain nahi kiya?? 🙂,negative
Topic bahut poorly explain hua but examples ache the,negative
Teacher ne concept bohut clearly samjhaya??,positive
Lecture theek tha but aur examples ho sakte the but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the!!,neutral
Kal ki class acchaa thi?? 😐,positive
Concept samajh aaya par pace fast tha but thoda slow hona chahiye tha,neutral
Aaj ka lecture bahut informative tha...,positive
Kal ki class bohot achi thi but slides achi thi,positive
Topic bahut poorly explain hua but thoda slow hona chahiye tha,negative
Lecture normal tha kuch special nahi??,neutral
Examples clear nahi the,negative
Teacher ka explanation weak tha aur thoda detail me hona chahiye tha,negative
Teacher ne concept bahut clearly samjhaya but thoda aur practice chahiye,positive
Discussion session kaafi useful tha honestly,positive
Topic bahut ache se cover kiya gaya honestly,positive
Kal ki class bohot achi thi honestly,positive
Class average thi overall,neutral
Lecture normal tha kuch special nahi,neutral
Teacher ne topic properly explain nahi kiya,negative
Mujhe lecture bilkul samajh nahi aaya according to me,negative
Class theek thi bas thoda lamba tha,neutral
Sir ka teaching style gud hai?!,positive
Class average thi honestly,neutral
Class ka environment accha tha!,positive
Lecture manageable tha aur thoda detail me hona chahiye tha,neutral
Class average thi honestly,neutral
Class average thi according to me,neutral
Class ka environment achha tha?!,positive
Lecture time waste jaisa laga aur thoda detail me hona chahiye tha,negative
Lecture interesting tha aur samajh bhi aaya.,positive
Class achaa thi par thodi boring bhi!!,neutral
Teacher ne concept bahuut clearly samjhaya!!,positive
Topic theek tha but aur clarity chahiye thi according to me,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Notes aur explanation dono helpful the,positive
Class ka environment bahut achha tha overall,positive
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Aaj ka lecture bhot informative tha!!,positive
Class achi thi par thodi boring bhi but thoda aur practice chahiye,neutral
Lecture normal tha kuch special nahi honestly,neutral
Class engaging thi aur boring nahi thi overall,positive
Class bohot boring thi but thoda aur practice chahiye,negative
Teacher ka explanation weak tha but slides achi thi,negative
Concept samajh aaya par pace fast tha. 😐,neutral
Lecture confusing tha!!,negative
Class ka environment achha tha...,positive
Mujhe lecture bilkul samajh nahi aaya.,negative
Teacher ne topic properly explain nahi kiya but thoda aur practice chahiye,negative
Examples clear nahi the but thoda aur practice chahiye,negative
Aaj ka lecture bahut informative tha honestly,positive
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Class achi thi par thodi boring bhi but examples ache the,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Teacher ne concept bahut clearly samjhaya overall,positive
Kal ki class bohot achi thi aur thoda detail me hona chahiye tha,positive
Lecture theek tha but aur examples ho sakte the!,neutral
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the!!,neutral
Topic theek tha but aur clarity chahiye thi overall,neutral
Topic theek tha but aur clarity chahiye thi but thoda slow hona chahiye tha,neutral
Lecture interesting tha aur samajh bhi aaya!,positive
Class ka pace bahut fast tha honestly,negative
Lecture interesting tha aur samajh bhi aaya!! 😡,positive
Aaj ka lecture bahot informative tha...,positive
Teacher ne topic properly explain nahi kiya... 🙂,negative
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Aaj ka lecture bahut informative tha but thoda aur practice chahiye,positive
Lecture theek tha but aur examples ho sakte the overall,neutral
Mujhe lecture bilkul samajh nahi aaya!,negative
Content theek tha par delivery slow thi honestly,neutral
Class engaging thi aur boring nahi thi according to me,positive
Lecture interesting tha aur samajh bhi aaya. 😕,positive
Lecture normal tha kuch special nahi?!,neutral
Lecture normal tha kuch special nahi... 🙂,neutral
Class achha thi par thodi borin bhi?? 🙂,neutral
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Examples clear nahi the overall,negative
Mujhe lecture bilkul samajh nahi aaya 😐,negative
Lecture theek tha but aur examples ho sakte the!! 😡,neutral
Concept samajh aaya par pace fast tha!!,neutral
Lecture interesting tha aur samajh bhi aaya... 🙂,positive
Teacher ne concept bahut clearly samjhaya!!,positive
Lecture interesting tha aur samajh bhi aaya??,positive
Kal ki class acha thi! 😡,positive
Class achha thi par thodi borring bhi?!,neutral
Sir ka teaching style goood hai!,positive
Kal ki class acchaa thi?? 😡,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Aaj ka lecture bahuut informative tha??,positive
Lecture interesting tha aur samajh bhi aaya but slides achi thi,positive
Teacher ne topic properly explain nahi kiya?!,negative
Session okay tha but examples ache the,neutral
Mujhe lecture bilkul samajh nahi aaya but thoda slow hona chahiye tha,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Teacher ne concept bahut clearly samjhaya but thoda aur practice chahiye,positive
Class ka environment accha tha??,positive
Class borinng thi?!,negative
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Class ka environment achaah tha!,positive
Class average thi.,neutral
Class acchaa thi par thodi boring bhi! 😐,neutral
Session okay tha but examples ache the,neutral
Class ka environment accha tha?! 😐,positive
Class ka pace bahut fast tha!!,negative
Sir ka teaching style goood hai...,positive
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Class ka environment accha tha!,positive
Discussion session kaafi useful tha aur thoda detail me hona chahiye tha,positive
Kal ki class bohot achi thi according to me,positive
Lecture theek tha but aur examples ho sakte the!,neutral
Class ka pace bahut fast tha,negative
Lecture time waste jaisa laga according to me,negative
Examples clear nahi the but thoda slow hona chahiye tha,negative
Session okay tha honestly,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Class theek thi bas thoda lamba tha,neutral
Sir ka teaching style bahut accha hai according to me,positive
Kal ki class acha thi?!,positive
Lecture interesting tha aur samajh bhi aaya but examples ache the,positive
