processed_text,label,lda_text,tokens,dominant_topic
discussion_EN session_EN kaafi_HI useful_EN tha_EN slides_EN achi_HI thi_EN,positive,discussion session kaafi useful tha slides achi thi,"['discussion', 'session', 'kaafi', 'useful', 'tha', 'slides', 'achi', 'thi']",3
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,teacher ne concept bahut clearly samjhaya thoda slow hona chahiye tha,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI overall_EN,negative,teacher ne topic properly explain nahi kiya overall,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'overall']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral,concept samajh aaya par pace fast tha thoda aur practice chahiye,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'thoda', 'aur', 'practice', 'chahiye']",4
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI according_EN me_HI,positive,topic bahut ache se cover kiya gaya according me,"['topic', 'bahut', 'ache', 'cover', 'kiya', 'gaya', 'according']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI overall_EN,negative,lecture bilkul samajh nahi aaya overall,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'overall']",1
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,class pace bhot fast tha,"['class', 'pace', 'bhot', 'fast', 'tha']",4
class_EN me_HI interest_EN nahi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative,class me interest nahi aaya thoda aur practice chahiye,"['class', 'nahi', 'aaya', 'thoda', 'aur', 'practice', 'chahiye']",1
class_EN environment_EN acha_POS tha_EN,positive,class environment acha tha,"['class', 'environment', 'acha', 'tha']",4
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,content theek tha par delivery slow thi thoda slow hona chahiye tha,"['content', 'theek', 'tha', 'par', 'delivery', 'slow', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI overall_EN,neutral,lecture normal tha special nahi overall,"['lecture', 'normal', 'tha', 'special', 'nahi', 'overall']",0
session_EN okay_EN tha_EN overall_EN,neutral,session okay tha overall,"['session', 'okay', 'tha', 'overall']",3
examples_EN clear_EN nahi_HI,negative,examples clear nahi,"['examples', 'clear', 'nahi']",2
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN examples_EN ache_EN,neutral,concept samajh aaya par pace fast tha examples ache,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'examples', 'ache']",4
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,class pace bahut fast tha,"['class', 'pace', 'bahut', 'fast', 'tha']",4
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN,neutral,class theek thi bas thoda lamba tha,"['class', 'theek', 'thi', 'bas', 'thoda', 'lamba', 'tha']",3
lecture_EN manageable_EN tha_EN according_EN me_HI,neutral,lecture manageable tha according me,"['lecture', 'manageable', 'tha', 'according']",2
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,teacher ne concept bhot clearly samjhaya,"['teacher', 'concept', 'bhot', 'clearly', 'samjhaya']",0
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI examples_EN ache_EN,neutral,class achi thi par thodi boring bhi examples ache,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'examples', 'ache']",3
class_EN bhot_HI boring_EN thi_EN slides_EN achi_HI thi_EN,negative,class bhot boring thi slides achi thi,"['class', 'bhot', 'boring', 'thi', 'slides', 'achi', 'thi']",3
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,content theek tha par delivery slow thi thoda slow hona chahiye tha,"['content', 'theek', 'tha', 'par', 'delivery', 'slow', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
class_EN average_EN thi_EN honestly_EN,neutral,class average thi honestly,"['class', 'average', 'thi', 'honestly']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
class_EN pace_EN bahut_HI fast_EN tha_EN slides_EN achi_HI thi_EN,negative,class pace bahut fast tha slides achi thi,"['class', 'pace', 'bahut', 'fast', 'tha', 'slides', 'achi', 'thi']",3
aaj_HI lecture_EN bhot_HI informative_EN tha_EN,positive,aaj lecture bhot informative tha,"['aaj', 'lecture', 'bhot', 'informative', 'tha']",2
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,teacher ne concept bhot clearly samjhaya,"['teacher', 'concept', 'bhot', 'clearly', 'samjhaya']",0
discussion_EN session_EN kaafi_HI useful_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,discussion session kaafi useful tha aur thoda detail me hona chahiye tha,"['discussion', 'session', 'kaafi', 'useful', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
session_EN okay_EN tha_EN examples_EN ache_EN,neutral,session okay tha examples ache,"['session', 'okay', 'tha', 'examples', 'ache']",3
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,class pace bhot fast tha,"['class', 'pace', 'bhot', 'fast', 'tha']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,lecture theek tha aur examples ho sakte aur thoda detail me hona chahiye tha,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",2
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
class_EN achha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,class achha thi par thodi borin bhi,"['class', 'achha', 'thi', 'par', 'thodi', 'borin', 'bhi']",4
aaj_HI lecture_EN bhot_HI informative_EN tha_EN,positive,aaj lecture bhot informative tha,"['aaj', 'lecture', 'bhot', 'informative', 'tha']",2
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN examples_EN ache_EN,positive,class engaging thi aur boring nahi thi examples ache,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi', 'examples', 'ache']",3
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,class engaging thi aur boring nahi thi thoda slow hona chahiye tha,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahut clearly samjhaya,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya']",0
class_EN acha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,class acha thi par thodi borin bhi,"['class', 'acha', 'thi', 'par', 'thodi', 'borin', 'bhi']",4
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
class_EN pace_EN bohut_HI fast_EN tha_EN,negative,class pace bohut fast tha,"['class', 'pace', 'bohut', 'fast', 'tha']",4
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,class pace bhot fast tha,"['class', 'pace', 'bhot', 'fast', 'tha']",4
teacher_EN explanation_EN weak_EN tha_EN overall_EN,negative,teacher explanation weak tha overall,"['teacher', 'explanation', 'weak', 'tha', 'overall']",0
aaj_HI lecture_EN bahut_HI informative_EN tha_EN examples_EN ache_EN,positive,aaj lecture bahut informative tha examples ache,"['aaj', 'lecture', 'bahut', 'informative', 'tha', 'examples', 'ache']",2
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN overall_EN,positive,class engaging thi aur boring nahi thi overall,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi', 'overall']",3
class_EN pace_EN bahut_HI fast_EN tha_EN slides_EN achi_HI thi_EN,negative,class pace bahut fast tha slides achi thi,"['class', 'pace', 'bahut', 'fast', 'tha', 'slides', 'achi', 'thi']",3
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahuut clearly samjhaya,"['teacher', 'concept', 'bahuut', 'clearly', 'samjhaya']",0
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,topic theek tha aur clarity chahiye thi aur thoda detail me hona chahiye tha,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN honestly_EN,neutral,topic theek tha aur clarity chahiye thi honestly,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'honestly']",1
class_EN average_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,class average thi thoda slow hona chahiye tha,"['class', 'average', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
teacher_EN explanation_EN weak_EN tha_EN overall_EN,negative,teacher explanation weak tha overall,"['teacher', 'explanation', 'weak', 'tha', 'overall']",0
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahuut clearly samjhaya,"['teacher', 'concept', 'bahuut', 'clearly', 'samjhaya']",0
lecture_EN confusing_EN tha_EN honestly_EN,negative,lecture confusing tha honestly,"['lecture', 'confusing', 'tha', 'honestly']",2
lecture_EN confusing_EN tha_EN honestly_EN,negative,lecture confusing tha honestly,"['lecture', 'confusing', 'tha', 'honestly']",2
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN slides_EN achi_HI thi_EN,neutral,topic theek tha aur clarity chahiye thi slides achi thi,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'slides', 'achi', 'thi']",3
lecture_EN manageable_EN tha_EN according_EN me_HI,neutral,lecture manageable tha according me,"['lecture', 'manageable', 'tha', 'according']",2
lecture_EN confusing_EN tha_EN overall_EN,negative,lecture confusing tha overall,"['lecture', 'confusing', 'tha', 'overall']",2
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN,positive,class engaging thi aur boring nahi thi,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi']",3
class_EN pace_EN bahut_HI fast_EN tha_EN according_EN me_HI,negative,class pace bahut fast tha according me,"['class', 'pace', 'bahut', 'fast', 'tha', 'according']",4
teacher_EN ne_HI concept_EN bohut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bohut clearly samjhaya,"['teacher', 'concept', 'bohut', 'clearly', 'samjhaya']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN honestly_EN,neutral,concept samajh aaya par pace fast tha honestly,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'honestly']",4
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,class accha thi par thodi boring bhi,"['class', 'accha', 'thi', 'par', 'thodi', 'boring', 'bhi']",4
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,class achi thi par thodi boring bhi thoda slow hona chahiye tha,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahuut clearly samjhaya,"['teacher', 'concept', 'bahuut', 'clearly', 'samjhaya']",0
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,class pace bahut fast tha,"['class', 'pace', 'bahut', 'fast', 'tha']",4
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
class_EN pace_EN bahuut_HI fast_EN tha_EN,negative,class pace bahuut fast tha,"['class', 'pace', 'bahuut', 'fast', 'tha']",4
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
examples_EN clear_EN nahi_HI overall_EN,negative,examples clear nahi overall,"['examples', 'clear', 'nahi', 'overall']",2
session_EN okay_EN tha_EN according_EN me_HI,neutral,session okay tha according me,"['session', 'okay', 'tha', 'according']",3
lecture_EN time_EN waste_EN jaisa_HI laga_HI,negative,lecture time waste jaisa laga,"['lecture', 'time', 'waste', 'jaisa', 'laga']",0
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI examples_EN ache_EN,neutral,lecture theek tha aur examples ho sakte examples ache,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte', 'examples', 'ache']",2
class_EN environment_EN achha_POS tha_EN,positive,class environment achha tha,"['class', 'environment', 'achha', 'tha']",4
notes_EN aur_HI explanation_EN dono_HI helpful_EN examples_EN ache_EN,positive,notes aur explanation dono helpful examples ache,"['notes', 'aur', 'explanation', 'dono', 'helpful', 'examples', 'ache']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
session_EN okay_EN tha_EN slides_EN achi_HI thi_EN,neutral,session okay tha slides achi thi,"['session', 'okay', 'tha', 'slides', 'achi', 'thi']",3
topic_EN bahut_HI poorly_EN explain_EN hua_EN according_EN me_HI,negative,topic bahut poorly explain hua according me,"['topic', 'bahut', 'poorly', 'explain', 'hua', 'according']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,class pace bhot fast tha,"['class', 'pace', 'bhot', 'fast', 'tha']",4
session_EN okay_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,session okay tha aur thoda detail me hona chahiye tha,"['session', 'okay', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,teacher ne concept bhot clearly samjhaya,"['teacher', 'concept', 'bhot', 'clearly', 'samjhaya']",0
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN slides_EN achi_HI thi_EN,neutral,topic theek tha aur clarity chahiye thi slides achi thi,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'slides', 'achi', 'thi']",3
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
class_EN me_HI interest_EN nahi_HI aaya_HI slides_EN achi_HI thi_EN,negative,class me interest nahi aaya slides achi thi,"['class', 'nahi', 'aaya', 'slides', 'achi', 'thi']",3
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN overall_EN,neutral,content theek tha par delivery slow thi overall,"['content', 'theek', 'tha', 'par', 'delivery', 'slow', 'thi', 'overall']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN environment_EN acha_POS tha_EN,positive,class environment acha tha,"['class', 'environment', 'acha', 'tha']",4
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN overall_EN,positive,class engaging thi aur boring nahi thi overall,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi', 'overall']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI slides_EN achi_HI thi_EN,positive,lecture interesting tha aur samajh bhi aaya slides achi thi,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya', 'slides', 'achi', 'thi']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI according_EN me_HI,neutral,lecture theek tha aur examples ho sakte according me,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte', 'according']",2
aaj_HI lecture_EN bohut_HI informative_EN tha_EN,positive,aaj lecture bohut informative tha,"['aaj', 'lecture', 'bohut', 'informative', 'tha']",2
